cluster_id,txt_title,txt_year,"Times Cited, WoS Core",TCperYear,Abstract
4,Plant-hummingbird interaction networks in urban areas: Generalization and the importance of trees with specialized flowers as a nectar resource for pollinator conservation,2019,78,9.75,"Cities harbour considerable biodiversity and there has been an increased concern about the conservation of pollinators in urban environments. Here, we evaluated how urbanization affects plant-hummingbird interactions at two spatial scales. First, in a medium-sized city from southeastern Brazil ( > 600,000 inhabitants), we contrasted interaction networks from urban and natural areas, and used artificial nectar feeder stations to evaluate changes in the composition of hummingbird assemblages across an urbanization gradient. Second, we compiled data on six urban plant-hummingbird interaction networks from south and southeastern Brazil to identify the characteristics associated with the most important plants. Locally, urbanization affected hummingbird communities by promoting higher generalization and dominance by more aggressive hummingbirds. Notably, specialized long-billed hermits were absent both in the urban interaction network and at feeder stations from more urbanized areas. Across networks, trees were more important for hummingbirds than shrubs/herbs as were specialized ornithophilous flowers in relation to non-ornithophilous flowers. Plant origin (native or exotic) did not matter. Our results indicate that urban plant-hummingbird communities are organized differently than their counterparts from natural areas, which usually feature key hermits and few trees. Since hermits provide important pollination services, especially for specialized ornithophilous plants, initiatives such as green corridors and preference for native plants with specialized hummingbird-pollinated flowers in urban landscaping may contribute to community restoration and ecosystem functioning."
4,Examining the potential to expand wildlife-supporting residential yards and gardens,2022,46,9.2,"Research has demonstrated that residential yards can provide important habitat for urban birds, pollinators, and other wildlife. In addition, the motivations and constraints underlying decisions to manage traditional lawns, water-conserving yards, native plants, and other landscape types are well understood. Yet relatively little research has addressed people's decisions to adopt wildlife-supporting yards. Analyzing survey data from six U.S. cities, we address three related questions: 1) to what extent do residents choose yard features that support wildlife habitat?; 2) how do yard priorities and neighborhood governance, along with socio-demographic factors, explain the adoption of wildlife-supporting features?; and 3) how do residents who have already adopted wildlife-supporting yard features differ in their motivations from those who plan to adopt such features and those who do not? We found significant potential for adding vegetation (specifically shrubs and native plants) and other wildlife-supporting features to increase yard complexity and vegetation diversity. While gardening as a hobby was a significant motivator for people who have adopted wildlife yard features, the desire for low maintenance yards is a constraint among non-adopters. We therefore recommend promoting the planting of low-maintenance plant species or varieties that provide wildlife habitat but require little upkeep, especially among residents who would like to attract wildlife to their yards into the future. We also found that neighbourhood and homeowner associations increase the local adoption of wildlife-supporting yards. Coupled with other findings, our results underscore the importance of tailoring residential landscape features to diverse lifestyles while leveraging social institutions to expand wildlife habitat across urban and suburban neighborhoods."
5,Species distribution modeling based on MaxEnt to inform biodiversity conservation in the central urban area of chongqing municipality,2024,60,20,"Mainstreaming biodiversity into protection planning and management is of great significance for biodiversity conservation and sustainable development. Species potential distribution modeling is an effective way for species diversity evaluation and biodiversity hotspots identification, which are crucial for biodiversity conservation. Taking the Central Urban Area of Chongqing Municipality as the study area, the main objectives of this study were to identify the potentially suitable habitats, species richness and biodiversity of key protected species in current and future, determine the relative contribution of environmental factors and assess the conservation effectiveness of protected areas (PAs) based on MaxEnt model and gap analysis. The results showed that the current potentially suitable habitats of total key protected species were mainly located in two rivers and four mountains, with a total area of 1610.55 km2, of which forestland accounted for 59.78 %. Species suitable habitats demonstrated clear topographic heterogeneity, and the distribution index decreased at first and then increased with increasing terrain niche index (TNI). Meanwhile, it was observed that key protected plants and birds shared similar suitable habitats in mountainous areas, with an overlapping area of 753.53 km2, and the high species richness covered 182.83 km2. In 2050, the future biodiversity hotspots would remain stable and increase steadily. In terms of the direction of centroid shift, the biodiversity hotspots would migrate to low latitude, low altitude and southeast by 8.34 km. The jackknife tests indicated that the potential distribution of key protected species was mainly determined by land use, mean diurnal range and TNI. Additionally, the problems of high protection gaps and low protection effectiveness coexisted in the existing PAs, with the overlapping area of the comprehensive biodiversity hotspots and the existing PAs was only 446.96 km2. Finally, suggestions for natural PAs system optimization and ecological protection were proposed. This study provides scientific supports for biodiversity conservation and efficient management."
5,Detecting the response of bird communities and biodiversity to habitat loss and fragmentation due to urbanization,2018,140,15.55555556,"Birds are considered a good model for indicators of biodiversity response to habitat variations, as they are very sensitive to environmental change. However, continuous observations of habitat alterations from undisturbed landscapes to human-dominated ones, as well as the associated effects on bird biodiversity, are lacking. In this study, New Jiangwan Town in Shanghai, China was selected to illustrate the response of bird species, and thus biodiversity, to habitat loss and fragmentation. land use/land cover (LULC) data and bird records from 2002 to 2013 were collected and analyzed. The results suggested that, due to urban sprawl, the area of wetland and shrub land had dropped by 82.4% and 87.3% by the end of 2013. Four different urbanization stages were identified in terms of the spatio-temporal variations in the landscape. To measure bird biodiversity, species richness and relative abundance were calculated, and they could account for the overall trend in biodiversity but might mask the process of species replacement. As an indicator of biodiversity accounting, the mean species abundance (MSA) of the original species would not include exotic or invasive species in its calculation, and its value decreased from 100% to 76.8% to 52.2% to 24.5% in the four corresponding stages. Finally, suggested by redundant analysis, the effects of habitat loss and fragmentation on bird biodiversity differed in various bird communities, and the area and connectivity of wetlands were the most significant variables. Our findings could provide important information to inform bird biodiversity protection and habitat restoration. (C) 2017 Elsevier B.V. All rights reserved."
5,Restoration of fragmented landscapes for the conservation of birds: A general framework and specific recommendations for urbanizing landscapes,2001,335,12.88461538,"Humans fragment landscapes to the detriment of wildlife. We review why fragmentation is detrimental to wildlife (especially birds), review the effects of urbanization on birds inhabiting nearby native habitats, suggest how restoration ecologists can minimize these effects, and discuss future research needs. We emphasize the importance of individual fitness to determining community composition. This means that reproduction, survivorship, and dispersal (not simply community composition) must be maintained, restored, and monitored. We suggest that the severity of the effects of fragmentation are determined by (1) the natural disturbance regime, (2) the similarity of the anthropogenic matrix to the natural matrix, and (3) the persistence of the anthropogenic change. As a result, urbanization is likely to produce greater effects of fragmentation than either agriculture or timber harvest. Restoration ecologists, land managers, and urban planners can help maintain native birds in fragmented landscapes by a combination of short- and long-term actions designed to restore ecological function (not just shape and structure) to fragments, including: (1) maintaining native vegetation, deadwood, and other nesting structures in the fragment, (2) managing the landscape surrounding the fragment (matrix), not just the fragment, (3) making the matrix more like the native habitat fragments, (4) increasing the foliage height diversity within fragments, (5) designing buffers that reduce penetration of undesirable agents from the matrix, (6) recognizing that human activity is not compatible with interior conditions, (7) actively managing mammal populations in fragments, (8) discouraging open lawn on public and private property, (9) providing statutory recognition of the value of complexes of small wetlands, (10) integrating urban parks into the native habitat system, (11) anticipating urbanization and seeking creative ways to increase native habitat and manage it collectively, (12) reducing the growing effects of urbanization on once remote natural areas, (13) realizing that fragments may be best suited to conserve only a few species, (14) developing monitoring programs that measure fitness, and (15) developing a new educational paradigm."
5,"Effects of habitat structure, human disturbance, and habitat connectivity on urban forest bird communities",2015,143,11.91666667,"As urbanization accelerates, urban biodiversity conservation is becoming a great concern for the maintenance of urban ecosystem functions. In particular, forest bird communities in urban areas have been recognized as a conservation target because of their functions in food webs and ecosystem services. But our understanding of which local- and landscape-scale factors influence native bird communities within urban green spaces is still insufficient to provide managers with information for effectively planning biodiversity management programs. Here we examine how local habitat characteristics, human disturbance, and habitat connectivity influence the diversity of forest bird communities in 44 small forest patches (0.5-20.0 ha) embedded in an urbanized landscape. Patch size exerted a positive influence on the diversity of most bird functional groups, and it had the greatest effects on total abundance and species richness. The second most important factor was human disturbance. Remnant patches with lower levels of human disturbance had higher diversity than newly established patches where intense human activities occurred more frequently. In addition, vegetation complexity and habitat connectivity were positively related to total species richness and abundance, respectively, but they were less important. Management strategies for the conservation of urban forest birds, therefore, should consider not only local improvements in habitat structure - through increased patch size, reduced human disturbance, and increased vegetation complexity - but also the maintenance of habitat connectivity."
5,The effects of local and landscape habitat attributes on bird diversity in urban greenspaces,2018,101,11.22222222,"Contrasting trajectories of biodiversity loss and urban expansion make it imperative to understand biodiversity persistence in cities. Size-, local-, and landscape-level habitat factors of greenspaces in cities may be critical for future design and management of urban greenspaces in conserving bird biodiversity. Most current understanding of bird communities in cities has come from disparate analyses of single cities, over relatively short time periods, producing limited understanding of processes and characteristics of bird patterns for improved biodiversity management of the world's cities. We analyzed bird biodiversity in 112 urban greenspaces from 51 cities across eight countries, using eBird, a broadscale citizen science project. Species richness and Shannon diversity were used as response variables, while percent tree cover, percent water cover, and vegetation index were used as habitat predictor variables at both a landscape (5 and 25 km radius) and local-scale level (specific to an individual greenspace) in the modeling process, retrieved using Google Earth Engine. Area of a greenspace was the most important predictor of bird biodiversity, underlining the critical importance of habitat area as the most important factor for increasing bird biodiversity and mitigating loss from urbanization. Surprisingly, distance from the city center and distance from the coast were not significantly related to bird biodiversity. Landscape-scale habitat predictors were less related to bird biodiversity than local-scale habitat predictors. Ultimately, bird biodiversity loss could be mitigated by protecting and developing large greenspaces with varied habitat in the world's cities."
6,"Ecological determinants of avian malaria infections: An integrative analysis at landscape, mosquito and vertebrate community levels",2018,93,10.33333333,"1. Vector and host communities, as well as habitat characteristics, may have important but different impacts on the prevalence, richness and evenness of vector-borne parasites. 2. We investigated the relative importance of (1) the mosquito community composition, (2) the vertebrate community composition and (3) landscape characteristics on the prevalence, richness and evenness of avian Plasmodium. We hypothesized that parasite prevalence will be more affected by vector-related parameters, while host parameters should be also important to explain Plasmodium richness and evenness. 3. We sampled 2,588 wild house sparrows (Passer domesticus) and 340,829 mosquitoes, and we performed vertebrate censuses at 45 localities in the Southwest of Spain. These localities included urban, rural and natural landscapes that were characterized by several habitat variables. 4. Twelve Plasmodium lineages were identified in house sparrows corresponding to three major clades. Variation partitioning showed that landscape characteristics explained the highest fraction of variation in all response variables (21.0%-44.8%). Plasmodium prevalence was in addition explained by vector-related variables (5.4%) and its interaction with landscape (10.2%). Parasite richness and evenness were mostly explained by vertebrate community-related variables. 5. The structuring role of landscape characteristics in vector and host communities was a key factor in determining parasite prevalence, richness and evenness, although the role of each factor differed according to the parasite parameters studied. These results show that the biotic and abiotic contexts are important to explain the transmission dynamics of mosquito-borne pathogens in the wild."
6,"Wild birds and urban ecology of ticks and tick-borne pathogens, chicago, illinois, USA, 2005-2010",2012,83,5.533333333,"Bird-facilitated introduction of ticks and associated pathogens is postulated to promote invasion of tick-borne zoonotic diseases into urban areas. Results of a longitudinal study conducted in suburban Chicago, Illinois, USA, during 2005-2010 show that 1.6% of 6,180 wild birds captured in mist nets harbored ticks. Tick species in order of abundance were Haemaphysalis leporispalustris, Ixodes dentatus, and I. scapularis, but 2 neotropical tick species of the genus Amblyomma were sampled during the spring migration. I. scapularis ticks were absent at the beginning of the study but constituted the majority of ticks by study end and were found predominantly on birds captured in areas designated as urban green spaces. Of 120 ticks, 5 were infected with Borrelia burgdorferi, spanning 3 ribotypes, but none were infected with Anaplasma phagocytophilum. Results allow inferences about propagule pressure for introduction of tick-borne diseases and emphasize the large sample sizes required to estimate this pressure."
6,"Mosquitoes in an urban zoo: Identification of blood meals, flight distances of engorged females, and avian malaria infections",2020,36,5.142857143,"Zoological gardens are home to a large number of vertebrate species and as such are suitable sites for both mosquito breeding and maintenance. They are excellent places for entomological studies of mosquito phenology, diversity, and blood-feeding patterns, as well as for xenomonitoring. During 2016, we sampled mosquitoes in Barcelona Zoo and used molecular methods to determine their blood-feeding patterns and the prevalence and diversity of avian malaria parasites. We also estimated the flight distance of engorged mosquitoes in the area. Overall, 1,384 adultCulex pipienss.l.,Culiseta longiareolata, andAedes albopictuswere captured. Birds dominated the diet ofCx. pipienss.l. (n= 87) andCs. longiareolata(n= 6), while humans were the only blood-meal source ofAe. albopictus(n= 3). Mosquitoes had a mean flight distance of 95.67 m after feeding on blood (range 38.71-168.51 m). Blood parasites were detected in the abdomen of 13 engorgedCx. pipienss.l., eight of which had fed on magpies. FourPlasmodiumlineages and a single lineage of the malaria-like parasiteHaemoproteuswere identified. These results suggest thatCx. pipienss.l. is involved in the local transmission of avianPlasmodium, which potentially affects the circulation of parasites between and within wildlife and enclosed animals. Vigilance regarding possible mosquito breeding sites in this zoo is thus recommended."
6,Avian feeding preferences of culex pipiens and culiseta spp. Along an urban-to-wild gradient in northern spain,2020,31,4.428571429,"Mosquitoes (Diptera: Culicidae) are regarded as annoying biting pests and vectors of disease-causing agents to humans and other vertebrates worldwide. Factors that affect their distribution and host choice are not well understood. Here, we assessed the species abundance, community composition, and feeding patterns of mosquitoes in an urban-to-wild habitat gradient in northern Spain. Adult mosquitoes from four habitats (urban, periurban, rural, and wild) were collected by aspiration from mid-July to mid-September, 2019. Thirteen species were represented among the 268 specimens (132 females and 136 males) trapped, including six new records reported for the first time in the region. Culex pipiens was the most abundant species in all habitats except in the wild, where Culex territans was dominant. The highest mosquito diversity was recorded in the wild habitat [species richness (S) = 10 and Shannon/Margalef-Diversity Indices (H'/MI = 1.51/1.36)] and the lowest in the urban habitat (S = 3; H'/MI = 0.24/0.41). Blood-engorged specimens (n = 65) represented 49.2% of the total female collections. Eighty percent of the blood-meals (n = 52) were successfully identified based on cytochrome c oxidase I subunit (COI) DNA barcoding. Nine species of birds were identified in blood meals from the three ecological forms of Cx. pipiens (n = 48), Culiseta fumipennis (n = 3), and Culiseta morsitans (n = 1) collected along the four sampling habitats. Four dominant bird species were recorded in Cx. pipiens, i.e., Parus major (35.4%), Turdus merula (18.7%), Pica pica (18.7%), and Passer domesticus (10.4%). Despite the availability of dog and human hosts in the sampling sites located in the urban habitat, Cx. pipiens seemed to have a preference to feed on birds. Culiseta fumipennis blood-meal host records are reported for first time in Europe. These findings on mosquito blood-feeding preferences and habitat community changes will help to better understand vector-host associations and pathogen transmission paths."
6,"Hemosporidian parasites of free-living birds in the so paulo zoo, brazil",2016,46,4.181818182,"Numerous studies addressed the diversity of bird Plasmodium and Haemoproteus parasites. However, a few have been carried out in continental avian hotspot regions such as Brazil, a country with markedly different biomes, including Amazon, Brazilian Savanna, Atlantic Forest, Caatinga, Pantanal, and Pampas. We present the first study on hemosporidian (Haemosporida) parasites in free-living birds from an Atlantic Forest fragment where more than 80 avian species have been reported. Within this area, the So Paulo Zoo locates, and it is the fourth largest zoo in the world and the largest in Latin America. A total of 133 free-living bird samples representing 12 species were collected in the zoo, with the overall hemosporidian prevalence of 18 % by PCR-based diagnostics. Twenty-four positive PCR signals were reported from four different bird species, including migratory ones. Columba livia, an urban species, considered nowadays a pest in big cities, showed 100 % prevalence of Haemoproteus spp., mainly Haemoproteus columbae. We discuss the epidemiological importance of new parasites introduced by migratory birds in the So Paulo Zoo area and the risk it poses to the captive species, which are natives or exotics. We also warn about the influence these parasites can have on the biodiversity and the structure of host populations by altering the competitive interaction between the free-living and the captive birds."
7,Supplementary feeding restructures urban bird communities,2015,186,15.5,"Food availability is a primary driver of avian population regulation. However, few studies have considered the effects of what is essentially a massive supplementary feeding experiment: the practice of wild bird feeding. Bird feeding has been posited as an important factor influencing the structure of bird communities, especially in urban areas, although experimental evidence to support this is almost entirely lacking. We carried out an 18-mo experimental feeding study at 23 residential properties to investigate the effects of bird feeding on local urban avian assemblages. Our feeding regime was based on predominant urban feeding practices in our region. We used monthly bird surveys to compare avian community composition, species richness, and the densities of local species at feeding and nonfeeding properties. Avian community structure diverged at feeding properties and five of the commonest garden bird species were affected by the experimental feeding regime. Introduced birds particularly benefitted, with dramatic increases observed in the abundances of house sparrow (Passer domesticus) and spotted dove (Streptopelia chinensis) in particular. We also found evidence of a negative effect on the abundance of a native insectivore, the grey warbler (Gerygone igata). Almost all of the observed changes did not persist once feeding had ceased. Our study directly demonstrates that the human pastime of bird feeding substantially contributes to the structure of avian community in urban areas, potentially altering the balance between native and introduced species."
7,"Habitat type, food resources, noise and light pollution explain the species composition, abundance and stability of a winter bird assemblage in an urban environment",2017,127,12.7,"At present, urban areas cover almost 3% of the Earth's terrestrial area, and this proportion is constantly increasing. Although urbanization leads to a decline in biodiversity, at the same time it creates extensive habitats that are exploited by an assemblage of organisms, including birds. The species composition and density of birds nesting in towns and cities are determined by the types of buildings, the structure and maturity of urban greenery, and habitat diversity. In contrast, the habitat traits shaping the community of birds wintering in urban areas are not known. The aim of this work was to assess the influence of habitat structure, food resources and the urban effects (pollution, noise, artificial light) on an assemblage of birds overwintering in an urban area. It was carried out in 2014 and 2015 in the city of Krakw (southern Poland), on 56 randomly chosen sample plots, in which the composition, density and interseasonal similarity of bird assemblage were assessed with line transect method. A total of 64 bird species (mean = 17.7 +/- 4.9 SD species/plot) was recorded. The mean density was 89.6 ind./km +/- 63.3 SD. The most numerous species were Great Tit Parus major, Magpie Pica pica, Blackbird Turdus merula, Blue Tit Cyanistes caeruleus, Rook Corvus frugilegus, Fieldfare Turdus pilaris and House Sparrow Passer domesticus. Noise adversely affected species numbers and density, but artificial light acted positively on the density of birds and their interseasonal stability. The species richness and density of birds were also determined by the number of food sources available (e.g. bird-feeders). In addition, the greater the proportion of open areas, the fewer species were recorded. In contrast, the more urban greenery there was, the greater the density of the entire bird assemblage. Urban infrastructure (buildings, roads, refuse tips) had a positive effect on the interseasonal stabilization of the species composition of wintering birds. The results of this work indicate that the urban effect, i.e. noise and light pollution, apart from purely habitat factors, provide a good explanation for the species richness, density and stability of bird assemblage wintering in urban areas."
7,Garden bird feeding predicts the structure of urban avian assemblages,2008,235,12.36842105,"Households across the developed world cumulatively spend many millions of dollars annually on feeding garden birds. While beneficial effects on avian assemblages are frequently claimed, the relationships between levels of garden bird feeding and local avian populations are unknown. Using data from a large UK city, we show that both avian species richness and abundance vary across different socioeconomic neighbourhood types. We examined whether patterns in bird feeding could explain this variation. The density of bird feeding stations across the urban environment was strongly positively related to avian abundance, after controlling for differences in habitat availability. This effect was almost exclusively driven by the abundance of those species known to utilize garden feeding stations frequently. In contrast, the density of feeding stations had no effect on avian species richness. We also examined variation in the proportion of households in different communities that provide food for birds, a factor that is not correlated with feeder density. The prevalence of bird feeding across different neighbourhoods declined as socioeconomic deprivation increased, and increased with avian species richness and abundance. Our results suggest that the provision of supplementary food for birds by multiple landowners across a city can impact the status of urban bird populations. The potential for harnessing these actions for conservation needs to be explored."
7,The composition of British bird communities is associated with long-term garden bird feeding,2019,77,9.625,"There is a multi-billion dollar global industry dedicated to feeding wild birds in residential gardens. This extraordinary boost to food resources is almost certainly reshaping entire bird communities, yet the large-scale, long-term impacts on community ecology remain unknown. Here we reveal a 40-year transformation of the bird communities using garden bird feeders in Britain, and provide evidence to suggest how this may have contributed to national-scale population changes. We find that increases in bird diversity at feeders are associated with increasing community evenness, as species previously rarely observed in gardens have increasingly exploited the growing variety of foods on offer over time. Urban areas of Britain are consequently nurturing growing populations of feeder-using bird species, while the populations of species that do not use feeders remain unchanged. Our findings illustrate the on-going, gross impact people can have on bird community structure across large spatial scales."
7,Avian assemblage structure and domestic cat densities in urban environments,2008,170,8.947368421,"While there is intense debate regarding the impact of domestic cat populations on wildlife, its resolution is hindered by the lack of quite basic information. Domestic cats are generalist and obligate predators that receive supplementary food, and their population density reflects that of humans more than the density of their prey. In such a predator-prey system there is the potential for cat populations to have negative impacts on avian assemblages, which may be indicated by negative correlations between cat density and avian species richness and density. Here we report on the nature of such correlations across urban areas in Britain both for groups of species classified regarding their vulnerability to cat predation and individual species. Taking the availability of green space into account, we find negative relationships between cat densities and the number of bird species breeding in urban 1 km x 1 km squares. These relationships are particularly strong among groups of species that are vulnerable to cat predation. We find positive correlations between cat and avian densities; these have low explanatory power and shallow slopes among the species groups that are particularly vulnerable to cat predation. Evidence that the densities of individual species that are vulnerable to cat predation are negatively correlated with cat densities is equivocal, with at least half the species showing no marked pattern, and the remainder exhibiting contrasting patterns. Our results appear not to be confounded by the density of nest-predating corvids (carrion crow, magpie, and jay), as the density of these species was not strongly negatively correlated with avian species richness or density. The general lack of marked negative correlations between cat and avian densities at our focal spatial scale may be a consequence of consistently high cat densities in our study areas (minimum density is 132 cats per square kilometre), and thus uniformly high impacts of cat populations on urban avian assemblages."
8,Ecosystem services: Urban parks under a magnifying glass,2018,228,25.33333333,"Urban areas' population has grown during the last century and it is expected that over 60% of the world population will live in cities by 2050. Urban parks provide several ecosystem services that are valuable to the wellbeing of city-dwellers and they are also considered a nature-based solution to tackle multiple environmental problems in cities. However, the type and amount of ecosystem services provided will vary with each park vegetation type, even within same the park. Our main goal was to quantify the trade-offs in ecosystem services associated to different vegetation types, using a spatially detailed approach. Rather than relying solely on general vegetation typologies, we took a more ecologically oriented approach, by explicitly considering different units of vegetation structure and composition. This was demonstrated in a large park (44 ha) located in the city of Almada (Lisbon metropolitan area, Portugal), where six vegetation units were mapped in detail and six ecosystem services were evaluated: carbon sequestration, seed dispersal, erosion prevention, water purification, air purification and habitat quality. The results showed that, when looking at the park in detail, some ecosystem services varied greatly with vegetation type. Carbon sequestration was positively influenced by tree density, independently of species composition. Seed dispersal potential was higher in lawns, and mixed forest provided the highest amount of habitat quality. Air purification service was slightly higher in mixed forest, but was high in all vegetation types, probably due to low background pollution, and both water purification and erosion prevention were high in all vegetation types. Knowing the type, location, and amount of ecosystem services provided by each vegetation type can help to improve management options based on ecosystem services trade-offs and looking for win-win situations. The trade-offs are, for example, very clear for carbon: tree planting will boost carbon sequestration regardless of species, but may not be enough to increase habitat quality. Moreover, it may also negatively influence seed dispersal service. Informed practitioners can use this ecological knowledge to promote the role of urban parks as a nature-based solution to provide multiple ecosystem services, and ultimately improve the design and management of the green infrastructure. This will also improve the science of Ecosystem Services, acknowledging that the type of vegetation matters for the provision of ecosystem services and trade-offs analysis."
8,Large trees are keystone structures in urban parks,2012,226,15.06666667,"Large trees are considered keystone structures in agricultural and forestry production landscapes, but research demonstrating this in urban landscapes is urgently needed. If large trees are keystone structures in urban parks, it is imperative that this is recognized in policy to ensure their ongoing existence. We studied the role of large native trees for birds in urban parks in Canberra, Australia. We found that (1) large trees had a consistent, strong, and positive relationship with five measures of bird diversity, and (2) as trees became larger in size, their positive effect on bird diversity increased. Large urban trees are therefore keystone structures that provide crucial habitat resources for wildlife. Hence, it is vital that they are managed appropriately. With evidence-based tree preservation policies that recognize biodiversity values, and proactive planning for future large trees, the protection and perpetuation of these important keystone structures can be achieved."
8,Ecological network construction for bird communities in high-density urban areas: A perspective of integrated approaches,2024,39,13,"With the rapid pace of global urbanization, the conflict between the needs of human economic development and ecological conservation is becoming increasingly prominent. As an important habitat along the global migratory routes of migratory birds in East Asia, the construction of an ecological network for the bird communities in Foshan City is essential to protect urban biodiversity. In this research, we employs the Maximum Entropy Model (MaxEnt) and the Remote Sensing Ecological Index (RSEI) to identify ecological source sites in Foshan City based on bird migration characteristics and habitat requirements, and calculated the minimum threshold for the area of ecological source area by using the granularity inverse method. Secondly, the entropy weight method (EWM) and the analytical hierarchy process (AHP) are combined to establish a comprehensive resistance surface. Finally, circuit theory and hydrological analysis principles are utilized to construct ecological network. The findings reveal the following: The landscape component structure is best at a grain size of 1400 m, and a minimum threshold area of 1.96 km2 is identified for ecological sources in Foshan. A total of 19 ecological sources, spanning a combined area of 636.09 km2, have been identified. These sites are mainly clustered in the north, south-west and east of Foshan City. In terms of ecological corridors, this research shows the existence of 51 corridors with a total length of 501.84 km. These corridors include 7 first-level corridors, 25 s-level corridors, and 19 potential corridors (including 15 radiating routes). At the same time, we identified 88 ecological nodes, including 10 critical ecological nodes and 78 general ecological nodes. Lastly, the ecological network closure index (alpha), connectivity index (beta), connectivity rate index (gamma), and connectivity density index (rho) after optimization of hydrological analysis grew to 0.84, 2.43, 0.89, and 0.16, respectively. This study can provide data support for optimizing the future ecological security pattern and bird diversity conservation in Foshan."
8,"The influence of urban park characteristics on bird diversity in Nanjing, China",2020,81,11.57142857,"Background Habitat loss, fragmentation and decrease of habitat quality caused by urbanization have led to a dramatic decline in biodiversity worldwide. For highly urbanized areas, parks have become islands or habitat fragments for wildlife. As an important indicator group of urban ecosystem health, the response of birds to urbanization has attracted the global attention of ecologists. Understanding the key factors affecting bird diversity in urbanized environment is crucial to the protection of biodiversity in urban ecosystems. Methods We used the line-transect method to survey birds in 37 urban parks in Nanjing, China. We also measured a number of park characteristics (area, isolation, shape index, environmental noise, distance to city center, and habitat diversity) that are commonly assumed to influence bird diversity. We then used the information-theoretic multi-model inference approach to determine which park characteristics had significant impacts on bird species richness. Results We found that park area, habitat diversity and the distance to city center were the best positive predictors of bird species richness in Nanjing urban parks. By contrast, park isolation, park shape and environmental noise had little or no influence on bird diversity. Conclusions Our study highlights the importance of park area, habitat diversity and the distance to city center in determining bird diversity in Nanjing city parks. Therefore, from a conservation viewpoint, we recommend that large parks with complex and diverse habitats far away from the city center should be retained or constructed to increase bird diversity in urban design and planning."
8,Are small greening areas enhancing bird diversity? Insights from community-driven greening projects in Boston,2013,138,9.857142857,"Green space is an important component of the urban landscape, providing ecosystem services for city dwellers and supporting biodiversity. In many Gities, green space is concentrated in large areas, while the rest is dispersed in small patches like pocket parks, gardens or street trees. Such small-scale green space is often the target of greening initiatives but little is known about their value for supporting and conserving biodiversity. To assess the value of such initiatives for biodiversity, we used birds as an indicator. We examined bird communities at small greening projects (n = 12), nearby randomly chosen urban sites (n = 12), and large parks (n = 6) in Boston, MA, in relationship to underlying landscape patterns. Our results show that large parks harbor a distinct and rich bird community. The other sites, regardless of the presence of greening projects, were very similar to each other. However, most sites with greening projects had higher species richness than the random urban site in their vicinity. The main factor associated with this appears to be the patch size of green space and to a lesser extent, tree cavities. Even small increases of a few hundred square meters were associated with an increase in bird richness. Having more trees with cavities was also beneficial for species richness. Small greening projects appear to be most valuable for urban biodiversity if they target preserving, increasing and connecting existing green space. This may represent a tradeoff with environmental justice criteria for new green space. (C) 2013 Elsevier B.V. All rights reserved."
